23360,0.00,-0.13,0.00
23365,0.00,-0.13,0.00
23370,0.00,-0.13,0.00
23375,0.00,-0.13,0.00
23380,0.00,-0.13,0.00
23385,0.00,-0.13,0.00
23390,0.00,-0.13,0.00
23395,0.00,-0.13,0.00
23400,0.00,-0.13,0.00
23405,0.00,-0.13,0.00
23410,0.00,-0.13,0.00
23415,0.00,-0.13,0.00
23420,0.00,-0.13,0.00
23425,0.00,-0.13,0.00
23430,0.00,-0.13,0.00
23435,0.00,-0.13,0.00
23440,0.00,-0.13,0.00
23445,0.00,-0.13,0.00
23450,0.00,-0.13,0.00
23455,0.00,-0.13,0.00
23460,0.00,-0.13,0.00
23465,0.00,-0.13,0.00
23470,0.00,-0.13,0.00
23475,0.00,-0.13,0.00
23480,0.00,-0.13,0.00
23485,0.00,-0.13,0.00
23490,0.00,-0.13,0.00
23495,0.00,-0.13,0.00
23500,0.00,-0.13,0.00
23505,0.00,-0.13,0.00
23510,0.00,-0.13,0.00
23515,0.00,-0.13,0.00
23520,0.00,-0.13,0.00
23525,0.00,-0.13,0.00
23530,0.00,-0.13,0.00
23535,0.00,-0.13,0.00
23540,0.00,-0.13,0.00
23545,0.00,-0.13,0.00
23550,0.00,-0.13,0.00
23555,0.00,-0.13,0.00
23560,0.00,-0.13,0.00
23565,0.00,-0.13,0.00
23570,0.00,-0.13,0.00
23575,0.00,-0.13,0.00
23580,0.00,-0.13,0.00
23585,0.00,-0.13,0.00
23590,0.00,-0.13,0.00
23595,0.00,-0.13,0.00
23600,0.00,-0.13,0.00
23605,0.00,-0.13,0.00
23610,0.00,-0.13,0.00
23615,0.00,-0.13,0.00
23620,0.00,-0.13,0.00
23625,0.00,-0.13,0.00
23630,0.00,-0.13,0.00
23635,0.00,-0.13,0.00
23640,0.00,-0.13,0.00
23645,0.00,-0.13,0.00
23650,0.00,-0.13,0.00
23655,0.00,-0.13,0.00
23660,0.00,-0.13,0.00
23665,0.00,-0.13,0.00
23670,0.00,-0.13,0.00
23675,0.00,-0.13,0.00
23680,0.00,-0.13,0.00
23685,0.00,-0.13,0.00
23690,0.00,-0.13,0.00
23695,0.00,-0.13,0.00
23700,0.00,-0.13,0.00
23705,0.00,-0.13,0.00
23710,0.00,-0.13,0.00
23715,0.00,-0.13,0.00
23720,0.00,-0.13,0.00
23725,0.00,-0.13,0.00
23730,0.00,-0.13,0.00
23735,0.00,-0.13,0.00
23740,0.00,-0.13,0.00
23745,0.00,-0.13,0.00
23750,0.00,-0.13,0.00
23755,0.00,-0.13,0.00
23760,0.00,-0.13,0.00
23766,0.00,-0.13,0.00
23770,0.00,-0.13,0.00
23775,0.00,-0.13,0.00
23780,0.00,-0.13,0.00
23785,0.00,-0.13,0.00
23790,0.00,-0.13,0.00
23795,0.00,-0.13,0.00
23800,0.00,-0.13,0.00
23805,0.00,-0.13,0.00
23810,0.00,-0.13,0.00
23815,0.00,-0.13,0.00
23820,0.00,-0.13,0.00
23825,0.00,-0.13,0.00
23830,0.00,-0.13,0.00
23835,0.00,-0.13,0.00
23840,0.00,-0.13,0.00
23845,0.00,-0.13,0.00
23851,0.00,-0.13,0.00
23855,0.00,-0.13,0.00
23860,0.00,-0.13,0.00
23865,0.00,-0.13,0.00
23870,0.00,-0.13,0.00
23875,0.00,-0.13,0.00
23880,0.00,-0.13,0.00
23885,0.00,-0.13,0.00
23890,0.00,-0.13,0.00
23895,0.00,-0.13,0.00
23900,0.00,-0.13,0.00
23905,0.00,-0.13,0.00
23910,0.00,-0.13,0.00
23915,0.00,-0.13,0.00
23920,0.00,-0.13,0.00
23925,0.00,-0.13,0.00
23930,0.00,-0.13,0.00
23936,0.00,-0.13,0.00
23940,0.00,-0.13,0.00
23945,0.00,-0.13,0.00
23950,0.00,-0.13,0.00
23955,0.00,-0.13,0.00
23960,0.00,-0.13,0.00
23965,0.00,-0.13,0.00
23970,0.00,-0.13,0.00
23975,0.00,-0.13,0.00
23980,0.00,-0.13,0.00
23985,0.00,-0.13,0.00
23990,0.00,-0.13,0.00
23995,0.00,-0.13,0.00
24000,0.00,-0.13,0.00
24005,0.00,-0.13,0.00
24010,0.00,-0.13,0.00
24015,0.00,-0.13,0.00
24020,0.00,-0.13,0.00
24025,0.00,-0.13,0.00
24030,0.00,-0.13,0.00
24035,0.00,-0.13,0.00
24040,0.00,-0.13,0.00
24045,0.00,-0.13,0.00
24050,0.00,-0.13,0.00
24055,0.00,-0.13,0.00
24060,0.00,-0.13,0.00
24065,0.00,-0.13,0.00
24070,0.00,-0.13,0.00
24075,0.00,-0.13,0.00
24080,0.00,-0.13,0.00
24085,0.00,-0.13,0.00
24090,0.00,-0.13,0.00
24095,0.00,-0.13,0.00
24100,0.00,-0.13,0.00
24105,0.00,-0.13,0.00
24110,0.00,-0.13,0.00
24115,0.00,-0.13,0.00
24120,0.00,-0.13,0.00
24126,11.50,-0.13,16.00
24130,11.50,-0.13,16.00
24135,11.50,-0.13,16.00
24140,11.50,-0.13,16.00
24145,11.50,-0.13,16.00
24150,11.50,-0.12,16.00
24155,11.50,-0.11,16.00
24160,11.50,-0.10,16.00
24165,11.50,-0.08,16.00
24170,11.50,-0.07,16.00
24175,11.50,-0.04,16.00
24180,11.50,-0.02,15.00
24185,11.50,0.01,15.00
24190,11.50,0.04,15.00
24195,11.50,0.08,15.00
24200,11.50,0.11,15.00
24205,11.50,0.15,15.00
24210,11.50,0.20,15.00
24215,11.50,0.24,15.00
24220,11.50,0.29,15.00
24225,11.50,0.34,15.00
24230,11.50,0.39,14.00
24235,11.50,0.45,14.00
24240,11.50,0.51,14.00
24245,11.50,0.57,14.00
24250,11.50,0.63,14.00
24255,11.50,0.69,14.00
24260,11.50,0.76,14.00
24265,11.50,0.83,14.00
24270,11.50,0.89,14.00
24275,11.50,0.97,13.00
24280,11.50,1.04,13.00
24285,11.50,1.11,13.00
24290,11.50,1.19,13.00
24295,11.50,1.26,13.00
24300,11.50,1.34,13.00
24305,11.50,1.42,13.00
24310,11.50,1.50,13.00
24315,11.50,1.58,13.00
24320,11.50,1.67,12.00
24325,11.50,1.75,12.00
24330,11.50,1.83,12.00
24335,11.50,1.92,12.00
24340,11.50,2.01,12.00
24345,11.50,2.09,12.00
24350,11.50,2.18,12.00
24355,11.50,2.27,12.00
24360,11.50,2.36,12.00
24365,11.50,2.45,11.00
24370,11.50,2.54,11.00
24375,11.50,2.63,11.00
24380,11.50,2.73,11.00
24385,11.50,2.82,11.00
24390,11.50,2.91,11.00
24395,11.50,3.00,11.00
24400,11.50,3.10,11.00
24406,11.50,3.19,11.00
24410,11.50,3.29,10.00
24415,11.50,3.38,10.00
24420,11.50,3.48,10.00
24425,11.50,3.57,10.00
24430,11.50,3.67,10.00
24435,11.50,3.76,10.00
24440,11.50,3.86,10.00
24445,11.50,3.95,10.00
24450,11.50,4.05,10.00
24455,11.50,4.14,9.00
24460,11.50,4.24,9.00
24465,11.50,4.33,9.00
24470,11.50,4.43,9.00
24475,11.50,4.52,9.00
24480,11.50,4.62,9.00
24485,11.50,4.71,9.00
24491,11.50,4.81,9.00
24495,11.50,4.90,9.00
24500,11.50,5.00,9.00
24505,11.50,5.09,8.00
24510,11.50,5.19,8.00
24515,11.50,5.28,8.00
24520,11.50,5.37,8.00
24525,11.50,5.47,8.00
24530,11.50,5.56,8.00
24535,11.50,5.65,8.00
24540,11.50,5.74,8.00
24545,11.50,5.84,8.00
24550,11.50,5.93,8.00
24555,11.50,6.02,8.00
24560,11.50,6.11,7.00
24565,11.50,6.20,7.00
24570,11.50,6.29,7.00
24576,11.50,6.38,7.00
24580,11.50,6.47,7.00
24585,11.50,6.56,7.00
24590,11.50,6.64,7.00
24595,11.50,6.73,7.00
24600,11.50,6.82,7.00
24605,11.50,6.90,7.00
24610,11.50,6.99,7.00
24615,11.50,7.08,6.00
24620,11.50,7.16,6.00
24625,11.50,7.25,6.00
24630,11.50,7.33,6.00
24635,11.50,7.41,6.00
24640,11.50,7.50,6.00
24645,11.50,7.58,6.00
24650,11.50,7.66,6.00
24655,11.50,7.74,6.00
24660,11.50,7.82,6.00
24665,11.50,7.90,6.00
24670,11.50,7.98,6.00
24675,11.50,8.06,5.00
24680,11.50,8.14,5.00
24685,11.50,8.22,5.00
24690,11.50,8.29,5.00
24695,11.50,8.37,5.00
24700,11.50,8.44,5.00
24705,11.50,8.52,5.00
24710,11.50,8.59,5.00
24715,11.50,8.67,5.00
24720,11.50,8.74,5.00
24725,11.50,8.81,5.00
24730,11.50,8.89,5.00
24735,11.50,8.96,5.00
24740,11.50,9.03,5.00
24745,11.50,9.10,4.00
24750,11.50,9.17,4.00
24755,11.50,9.24,4.00
24760,11.50,9.30,4.00
24765,11.50,9.37,4.00
24770,11.50,9.44,4.00
24775,11.50,9.50,4.00
24780,11.50,9.57,4.00
24785,11.50,9.64,4.00
24790,11.50,9.70,4.00
24795,11.50,9.76,4.00
24800,11.50,9.83,4.00
24805,11.50,9.89,4.00
24810,11.50,9.95,4.00
24815,11.50,10.01,4.00
24820,11.50,10.07,4.00
24825,11.50,10.13,4.00
24830,11.50,10.19,3.00
24835,11.50,10.25,3.00
24840,11.50,10.31,3.00
24845,11.50,10.37,3.00
24850,11.50,10.42,3.00
24855,11.50,10.48,3.00
24860,11.50,10.54,3.00
24865,11.50,10.59,3.00
24870,11.50,10.64,3.00
24875,11.50,10.70,3.00
24880,11.50,10.75,3.00
24885,11.50,10.80,3.00
24890,11.50,10.86,3.00
24895,11.50,10.91,3.00
24900,11.50,10.96,3.00
24905,11.50,11.01,3.00
24910,11.50,11.06,3.00
24915,11.50,11.11,3.00
24920,11.50,11.16,3.00
24925,11.50,11.21,2.00
24930,11.50,11.25,2.00
24935,11.50,11.30,2.00
24940,11.50,11.35,2.00
24945,11.50,11.39,2.00
24950,11.50,11.44,2.00
24955,11.50,11.48,2.00
24960,11.50,11.53,2.00
24965,11.50,11.57,2.00
24970,11.50,11.61,2.00
24975,11.50,11.65,2.00
24980,11.50,11.69,2.00
24985,11.50,11.74,2.00
24990,11.50,11.78,2.00
24995,11.50,11.82,2.00
25000,11.50,11.86,2.00
25005,11.50,11.89,2.00
25010,11.50,11.93,2.00
25015,11.50,11.97,2.00
25020,11.50,12.01,2.00
25025,11.50,12.05,2.00
25030,11.50,12.08,2.00
25035,11.50,12.12,2.00
25040,11.50,12.15,2.00
25046,11.50,12.19,2.00
25050,11.50,12.22,1.00
25055,11.50,12.26,1.00
25060,11.50,12.29,1.00
25065,11.50,12.33,1.00
25070,11.50,12.36,1.00
25075,11.50,12.39,1.00
25080,11.50,12.42,1.00
25085,11.50,12.45,1.00
25090,11.50,12.48,1.00
25095,11.50,12.51,1.00
25100,11.50,12.54,1.00
25105,11.50,12.57,1.00
25110,11.50,12.60,1.00
25115,11.50,12.63,1.00
25120,11.50,12.66,1.00
25125,11.50,12.68,1.00
25131,11.50,12.71,1.00
25135,11.50,12.74,1.00
25140,11.50,12.76,1.00
25145,11.50,12.79,1.00
25150,11.50,12.81,1.00
25155,11.50,12.84,1.00
25160,11.50,12.86,1.00
25165,11.50,12.89,1.00
25170,11.50,12.91,1.00
25175,11.50,12.93,1.00
25180,11.50,12.96,1.00
25185,11.50,12.98,1.00
